r,h,trn,value
CA,hh3,hwcval,0.37101838907020873
CA,hh3,hssval,18.275260062135427
CA,hh3,hssival,1.2113691997326306
CA,hh3,hpawval,0.14075508813141685
CA,hh3,hvetval,2.4223074970957286
CA,hh3,hsurval,0.8610638844763591
CA,hh3,hdisval,0.6140696465687104
CA,hh3,hedval,1.3142611761259875
CA,hh3,hcspval,0.3476067527761194
CA,hh3,hfinval,1.666590467841113
CA,hh3,medicare,17.94141667662408
CA,hh3,medicaid,16.61558861603088
CA,hh4,hucval,23.096384199642987
CA,hh4,hwcval,0.9902487930249996
CA,hh4,hssval,32.79174902809217
CA,hh4,hssival,1.0904352701548974
CA,hh4,hpawval,0.5391635149765369
CA,hh4,hvetval,4.742097804371133
CA,hh4,hsurval,2.256053059903084
CA,hh4,hdisval,2.753643347059787
CA,hh4,hedval,4.924254202194029
CA,hh4,hcspval,0.9299670310535949
CA,hh4,hfinval,1.258388259201038
CA,hh4,medicare,12.39997772912364
CA,hh4,medicaid,11.483648839364196
CA,hh5,hucval,20.35995653631874
CA,hh5,hwcval,1.1718597784548477
CA,hh5,hssval,24.371810359348512
CA,hh5,hssival,0.7250687279526442
CA,hh5,hpawval,0.3020066548829569
CA,hh5,hvetval,4.356157971322532
CA,hh5,hsurval,3.0815578880748897
CA,hh5,hdisval,2.3233868338439287
CA,hh5,hedval,2.8168794497462684
CA,hh5,hcspval,0.2548314502985074
CA,hh5,hfinval,3.395410374768089
CA,hh5,medicare,26.39676901920252
CA,hh5,medicaid,24.4461105118254
CO,hh1,hucval,0.5990804254162823
CO,hh1,hssval,2.4642624081684583
CO,hh1,hssival,0.35901844145837497
CO,hh1,hpawval,0.007199317724845997
CO,hh1,hvetval,0.010902017319587627
CO,hh1,hsurval,0.049808299559471365
CO,hh1,hdisval,0.04260149571368259
CO,hh1,hedval,0.07286214925373134
CO,hh1,hcspval,0.08310962686567164
CO,hh1,hfinval,0.128065146567718
CO,hh1,medicare,2.238470601385164
CO,hh1,medicaid,2.141960857715016
CO,hh2,hucval,0.6568153811393485
CO,hh2,hwcval,0.015601229601518026
CO,hh2,hssval,2.859786606838494
CO,hh2,hssival,0.13790239825525685
CO,hh2,hpawval,0.04517824183983574
CO,hh2,hvetval,0.20154568718703975
CO,hh2,hsurval,0.0059162148370044045
CO,hh2,hdisval,0.00882623332139405
CO,hh2,hedval,0.34531598880597014
CO,hh2,hcspval,0.2397654462686567
CO,hh2,hfinval,0.10357776623376623
CO,hh2,medicare,2.808199211492292
CO,hh2,medicaid,2.687126106530316
CO,hh3,hucval,1.230246273525704
CO,hh3,hwcval,0.21167814193548387
CO,hh3,hssval,3.9450826539790036
CO,hh3,hssival,0.07205784454664152
CO,hh3,hpawval,0.061703408624229995
CO,hh3,hvetval,0.2052865272459499
CO,hh3,hsurval,0.04515776056387664
CO,hh3,hdisval,0.04972675258737497
CO,hh3,hedval,0.2357760082089552
CO,hh3,hcspval,0.17066778089552237
CO,hh3,hfinval,0.24724834730983303
CO,hh3,medicare,2.205102306929244
CO,hh3,medicaid,2.11003120870866
CO,hh4,hucval,0.5775723330353254
CO,hh4,hssval,4.7409783608210585
CO,hh4,hssival,0.3616400656377225
CO,hh4,hpawval,0.03197705544147845
CO,hh4,hvetval,1.5456342571814556
CO,hh4,hsurval,0.34098471303964756
CO,hh4,hdisval,0.10316104401945049
CO,hh4,hedval,0.26669029701492536
CO,hh4,hcspval,0.18339245505970148
CO,hh4,hfinval,1.2377866280346967
CO,hh4,medicare,1.2767987385059592
CO,hh4,medicaid,1.224970017019719
CO,hh5,hucval,2.530026793752844
CO,hh5,hwcval,0.01676931688804554
CO,hh5,hssval,2.8965696498713385
CO,hh5,hssival,0.03424705618504725
CO,hh5,hvetval,2.084004494562592
CO,hh5,hsurval,1.2701295164109518
CO,hh5,hdisval,0.49892323041004366
CO,hh5,hedval,0.8139674631086233
CO,hh5,hcspval,0.08736312164179103
CO,hh5,hfinval,0.14916183450834877
CO,hh5,medicare,2.912074227776196
CO,hh5,medicaid,2.786522640412404
CT,hh1,hucval,0.5480376366580387
CT,hh1,hwcval,0.009139127134724857
CT,hh1,hssval,2.222608026054004
CT,hh1,hssival,0.6175349827750136
CT,hh1,hpawval,0.03392176745790555
CT,hh1,hvetval,0.019341829113402063
CT,hh1,hsurval,0.011598370414096913
CT,hh1,hdisval,0.00517036608685743
CT,hh1,hedval,0.08946746268656716
CT,hh1,hfinval,0.0515823228200371
CT,hh1,medicare,2.5229198904617283
CT,hh1,medicaid,2.30825138209284
CT,hh2,hucval,0.2470204384762696
CT,hh2,hwcval,0.16058847210626187
CT,hh2,hssval,3.318917867808753
CT,hh2,hssival,0.051946428467298585
CT,hh2,hpawval,0.008677415605749488
CT,hh2,hvetval,0.09999841413843889
CT,hh2,hsurval,0.09049161314537445
CT,hh2,hdisval,0.05395893673376887
CT,hh2,hedval,0.26605770895522385
CT,hh2,hcspval,0.03179916417910448
CT,hh2,hfinval,0.08539897291280148
CT,hh2,medicare,2.483136977095056
CT,hh2,medicaid,2.2718534904636
CT,hh3,hucval,0.1475463605955929
CT,hh3,hssval,2.4553461328881676
CT,hh3,hssival,0.11257653366837655
CT,hh3,hvetval,0.18818530780559647
CT,hh3,hsurval,0.05842200810132159
CT,hh3,hdisval,0.007717521639071876
CT,hh3,hedval,0.005467820895522387
CT,hh3,hcspval,0.022646256716417908
CT,hh3,medicare,1.6147910977560735
CT,hh3,medicaid,1.4837216382728735
CT,hh4,hucval,1.6451278257276556
CT,hh4,hwcval,0.029377830284629987
CT,hh4,hssval,4.577094965318351
CT,hh4,hssival,0.058243381203028924
CT,hh4,hpawval,0.11258441593429158
CT,hh4,hsurval,0.18757852334801758
CT,hh4,hdisval,0.020756844049336358
CT,hh4,hedval,0.4765229049465334
CT,hh4,hcspval,0.04537734256716418
CT,hh4,hfinval,0.04394751762523191
CT,hh4,medicare,1.0817187640742634
CT,hh4,medicaid,0.9960068236098458
CT,hh5,hucval,4.021904454433591
CT,hh5,hwcval,0.5000500052137564
CT,hh5,hssval,2.323523227743177
CT,hh5,hpawval,0.041671411909650936
CT,hh5,hvetval,0.09225653019145802
CT,hh5,hsurval,0.5521841662267261
CT,hh5,hdisval,0.5684512954194861
CT,hh5,hedval,1.0120458733418118
CT,hh5,hcspval,0.17350780704477609
CT,hh5,hfinval,0.016753580705009277
CT,hh5,medicare,2.6550408203399756
CT,hh5,medicaid,2.429130495277464
DE,hh1,hucval,0.11873727332399195
DE,hh1,hssval,0.5362174066105737
DE,hh1,hssival,0.024061247687971136
DE,hh1,hpawval,0.002320440542094456
DE,hh1,hvetval,0.03971093874521355
DE,hh1,hsurval,0.002813986784140969
DE,hh1,hdisval,0.02818358587645437
DE,hh1,hedval,0.003988067164179104
DE,hh1,hcspval,0.005470230223880597
DE,hh1,hfinval,0.018577335807050094
DE,hh1,medicare,0.6472064423562479
DE,hh1,medicaid,0.4921928474669556
DE,hh2,hucval,0.22039914472067035
DE,hh2,hwcval,0.04146329915749525
DE,hh2,hssval,1.2619790206426276
DE,hh2,hssival,0.01812816619006796
DE,hh2,hpawval,0.02108037762628337
DE,hh2,hvetval,0.055423268005891015
DE,hh2,hsurval,0.05302412315418503
DE,hh2,hdisval,0.02851294633768451
DE,hh2,hedval,0.039540562686567166
DE,hh2,hcspval,0.008318842985074626
DE,hh2,hfinval,0.02031402300556586
DE,hh2,medicare,0.7718861772022032
DE,hh2,medicaid,0.5870103117243299
DE,hh3,hucval,0.16097770292202154
DE,hh3,hwcval,0.0016069252371916508
DE,hh3,hssval,0.9714576757480521
DE,hh3,hssival,0.03661158537928698
DE,hh3,hpawval,0.010276994661190966
DE,hh3,hvetval,0.025744315758468337
DE,hh3,hsurval,0.0700772345418502
DE,hh3,hdisval,0.020988649997894626
DE,hh3,hedval,0.02196417910447761
DE,hh3,hcspval,0.010365732149253732
DE,hh3,hfinval,0.026045298701298705
DE,hh3,medicare,0.5701758705543816
DE,hh3,medicaid,0.43361200834684804
DE,hh4,hucval,0.37838055317190444
DE,hh4,hwcval,0.02485393092979127
DE,hh4,hssval,1.3035569134394356
DE,hh4,hssival,0.01225553051766558
DE,hh4,hpawval,0.020964763663244356
DE,hh4,hvetval,0.07974911293078055
DE,hh4,hsurval,0.02240016486343612
DE,hh4,hdisval,0.04617033987456664
DE,hh4,hedval,0.09695319402985074
DE,hh4,hcspval,0.033814703582089545
DE,hh4,medicare,0.37657802726886475
DE,hh4,medicaid,0.2863831374424548
DE,hh5,hucval,0.08031578024015901
DE,hh5,hwcval,0.0026361654648956357
DE,hh5,hssval,0.7914092261827929
DE,hh5,hssival,0.016737374710140526
DE,hh5,hpawval,0.015371482546201234
DE,hh5,hvetval,0.025256978615611193
DE,hh5,hsurval,0.0813964308370044
DE,hh5,hdisval,0.0022079946862850397
DE,hh5,hedval,0.014659423880597012
DE,hh5,hcspval,0.015517146268656716
DE,hh5,medicare,0.7805534826183024
DE,hh5,medicaid,0.5936016950194116
DC,hh1,hucval,0.0749341771547489
DC,hh1,hwcval,0.010222025806451611
DC,hh1,hssval,0.35946460304789557
DC,hh1,hssival,0.0921744724724849
DC,hh1,hpawval,0.04728912645585216
DC,hh1,hvetval,0.007709336270986745
DC,hh1,hsurval,0.0073916713744493386
DC,hh1,hdisval,0.007722177235802467
DC,hh1,hedval,0.02142393528358209
DC,hh1,hcspval,0.009486441791044775
DC,hh1,hfinval,0.07819920222634508
DC,hh1,medicare,0.4404205589037324
DC,hh1,medicaid,0.8751147850664112
DC,hh2,hucval,0.15945308346200715
DC,hh2,hwcval,0.007307756607210626
DC,hh2,hssval,0.36980484620360404
DC,hh2,hssival,0.01877715289614111
DC,hh2,hpawval,0.004347201511293635
DC,hh2,hvetval,0.019693783139911634
DC,hh2,hsurval,0.019975671753303965
DC,hh2,hdisval,0.012367364701363188
DC,hh2,hedval,0.03156016574626865
DC,hh2,hcspval,0.004382181492537314
DC,hh2,hfinval,0.039862886827458255
DC,hh2,medicare,0.32022368555957154
DC,hh2,medicaid,0.65666250124636
DC,hh3,hucval,0.06806336973238651
DC,hh3,hssval,0.15347434021836542
DC,hh3,hssival,0.01746924688302092
DC,hh3,hpawval,0.0019128197125256677
DC,hh3,hvetval,0.006341916936671575
DC,hh3,hsurval,0.007296105726872247
DC,hh3,hdisval,0.004009577935228986
DC,hh3,hedval,0.1137948671641791
DC,hh3,hcspval,0.005226994029850746
DC,hh3,hfinval,0.05592551910946197
DC,hh3,medicare,0.1969469933184852
DC,hh3,medicaid,0.42953051224944355
DC,hh4,hucval,0.11275915599814075
DC,hh4,hssval,0.30262160064641214
DC,hh4,hssival,0.018746699908798545
DC,hh4,hpawval,0.008608213256673512
DC,hh4,hvetval,0.04357195221207658
DC,hh4,hsurval,0.06532448553303964
DC,hh4,hdisval,0.00858012693583902
DC,hh4,hedval,0.06200852985074627
DC,hh4,hcspval,0.01631089167164179
DC,hh4,hfinval,0.026364463079777366
DC,hh4,medicare,0.13539581188370398
DC,hh4,medicaid,0.2952907858856772
DC,hh5,hucval,0.1526095656937931
DC,hh5,hwcval,0.0013626853889943077
DC,hh5,hssval,0.46421301616697447
DC,hh5,hssival,0.008672967263916628
DC,hh5,hpawval,0.007299850250513349
DC,hh5,hvetval,0.06093254534315169
DC,hh5,hsurval,0.04300020177092511
DC,hh5,hdisval,0.00658276911990913
DC,hh5,hedval,0.16237661940298506
DC,hh5,hcspval,0.011302441611940299
DC,hh5,hfinval,0.14019590204081633
DC,hh5,medicare,0.40581295033450676
DC,hh5,medicaid,0.8122170497164181
FL,hh1,hucval,1.494531209320565
FL,hh1,hwcval,0.18030094269449715
FL,hh1,hssval,16.60382201386936
FL,hh1,hssival,1.37985997952952
FL,hh1,hpawval,0.3016967317946612
FL,hh1,hvetval,0.1531898198527246
FL,hh1,hsurval,0.2884101829030837
FL,hh1,hdisval,0.03193269675235704
FL,hh1,hedval,0.2638347850746268
FL,hh1,hcspval,0.05577435044776118
FL,hh1,hfinval,0.5859187939591837
FL,hh1,medicare,16.8334865863068
FL,hh1,medicaid,5.433214523714447
FL,hh2,hucval,3.388929616407186
FL,hh2,hwcval,0.16337879316888046
FL,hh2,hssval,27.560878979040616
FL,hh2,hssival,0.7027482704453221
FL,hh2,hpawval,0.04924121509650926
FL,hh2,hvetval,1.8651164735081
FL,hh2,hsurval,0.7594106601674008
FL,hh2,hdisval,0.8762149764359289
FL,hh2,hedval,0.6282985839402985
FL,hh2,hcspval,0.23339721516417908
FL,hh2,hfinval,1.7444753142857143
FL,hh2,medicare,19.756375385211836
FL,hh2,medicaid,6.376612778852604
FL,hh3,hucval,2.4910478962709965
FL,hh3,hwcval,0.44952852687666034
FL,hh3,hssval,21.66918732264669
FL,hh3,hssival,0.3840111746279661
FL,hh3,hpawval,0.10629588492813143
FL,hh3,hvetval,2.246797451240059
FL,hh3,hsurval,0.6492517204757708
FL,hh3,hdisval,0.13927391528131308
FL,hh3,hedval,0.364303610761194
FL,hh3,hcspval,0.3458212087164179
FL,hh3,hfinval,0.31311653432282005
FL,hh3,medicare,14.045188617688199
FL,hh3,medicaid,4.533257111928756
FL,hh4,hucval,3.4849978206589136
FL,hh4,hwcval,0.639791413480076
FL,hh4,hssval,24.776337866059833
FL,hh4,hssival,0.34525625817303024
FL,hh4,hpawval,0.21335448739219715
FL,hh4,hvetval,6.406270829832105
FL,hh4,hsurval,2.1153842209162996
FL,hh4,hdisval,1.5190872545429601
FL,hh4,hedval,0.7565473746268657
FL,hh4,hcspval,0.8070850589552238
FL,hh4,hfinval,0.20131331799628943
FL,hh4,medicare,8.776746447273023
FL,hh4,medicaid,2.832802700961144
FL,hh5,hucval,2.3890337635976837
FL,hh5,hssval,9.621497842785116
FL,hh5,hssival,0.216157039584683
FL,hh5,hpawval,0.010708809856262835
FL,hh5,hvetval,1.375036659675994
FL,hh5,hsurval,0.1273569276343612
FL,hh5,hdisval,0.39637530939637894
FL,hh5,hedval,0.5614547719104478
FL,hh5,hcspval,0.08957772256716418
FL,hh5,hfinval,0.041684820779220776
FL,hh5,medicare,14.75300296352016
FL,hh5,medicaid,4.761712884543059
GA,hh1,hucval,1.2672422047719982
GA,hh1,hwcval,0.10978343453510436
GA,hh1,hssval,5.644143697181625
GA,hh1,hssival,1.0152956669074804
GA,hh1,hpawval,0.09848946943737168
GA,hh1,hvetval,0.24805546907805595
GA,hh1,hsurval,0.2185841104493392
GA,hh1,hdisval,0.04070242560894013
GA,hh1,hedval,0.20007021194029848
GA,hh1,hcspval,0.1552013403283582
GA,hh1,hfinval,0.48525091057513914
GA,hh1,medicare,6.74594966638536
GA,hh1,medicaid,3.18902352162474
GA,hh2,hucval,1.2304833324886697
GA,hh2,hssval,7.987312802560813
GA,hh2,hssival,0.4015186345819647
GA,hh2,hpawval,0.20292571663244355
GA,hh2,hvetval,0.754590314544919
GA,hh2,hsurval,0.26761518898678416
GA,hh2,hdisval,0.2088094347604877
GA,hh2,hedval,0.5042521343283581
GA,hh2,hcspval,0.2860071129104478
GA,hh2,hfinval,0.1744932155844156
GA,hh2,medicare,6.6153515869907755
GA,hh2,medicaid,3.127285683712356
GA,hh3,hucval,2.2779234703879334
GA,hh3,hwcval,0.2317093889943074
GA,hh3,hssval,5.76902473627431
GA,hh3,hssival,0.3136298782497051
GA,hh3,hpawval,0.12633138726899384
GA,hh3,hvetval,0.9825515840942562
GA,hh3,hsurval,0.5839096319999999
GA,hh3,hdisval,0.19416653366560568
GA,hh3,hedval,0.1404948880597015
GA,hh3,hcspval,0.0871429354477612
GA,hh3,hfinval,0.0577377439703154
GA,hh3,medicare,4.662642477996516
GA,hh3,medicaid,2.20417839898068
GA,hh4,hucval,3.40781122497226
GA,hh4,hwcval,0.05231990322580645
GA,hh4,hssval,7.240549654727285
GA,hh4,hssival,0.2661458465141921
GA,hh4,hvetval,2.4862373864977907
GA,hh4,hsurval,1.3259374243348019
GA,hh4,hdisval,1.0413454085622813
GA,hh4,hedval,0.9270859659701493
GA,hh4,hcspval,0.1470451150298507
GA,hh4,hfinval,0.028176238218923934
GA,hh4,medicare,2.7089116201591916
GA,hh4,medicaid,1.280588101292352
GA,hh5,hucval,0.4102877790681404
GA,hh5,hwcval,0.5115534403263757
GA,hh5,hssval,3.0219391209886655
GA,hh5,hssival,0.22388196467889
GA,hh5,hpawval,0.014230149486652981
GA,hh5,hvetval,1.0137754648365243
GA,hh5,hsurval,0.5479504889867841
GA,hh5,hdisval,0.553586756046071
GA,hh5,hedval,0.8209463901194028
GA,hh5,hcspval,0.5554753464179104
GA,hh5,medicare,4.527144648468168
GA,hh5,medicaid,2.140124294389872
